id,category,article,version,description,trigger_words,weight,download_url,url
sd15_0144,style,kawaii_niji,v10,,,,,https://civitai.com/models/104712
sd15_0145,style,vector_illustration,v20,,vector illustration,0.6-0.9,,https://civitai.com/models/60132/vector-illustration
sd15_0146,style,chibi_3d,v10,,,,,https://civitai.com/models/108279/chibi-q-niji
sd15_0147,style,hologram_neon,,,,,,https://civitai.com/models/108194/niji-hologram
sd15_0148,style,circle_art,v10,,Circle/Art,0.8-1.0,,https://civitai.com/models/123044/circle-art-or-concept-magic
sd15_0149,style,ink_art_moxin,v10,,shuimobysim/wuchangshuo/bonian/zhenbanqiao/badashanren,0.7-1.0,,https://civitai.com/models/12597?modelVersionId=14856
sd15_0150,style,ink_art_shukezouma,v11,,shukezouma,0.7-1.0,,https://civitai.com/models/12597?modelVersionId=20143
sd15_0151,style,ink_art_scenery,v10,,"white background, scenery, ink, mountains, water, trees",,,https://civitai.com/models/78605?modelVersionId=83390
sd15_0152,style,papercut_lightbox,v10,,Paper Cut/Light Box,0.7-0.9,,https://civitai.com/models/125517/paper-cut-light-box-art-or-concept-magic
sd15_0153,style,japanese_rockery_3d,v21,,isojapan style/miniature/japanese/model/garden/with pool/with pond/house/with pagoda/village/river/running through/wooden box/low poly/aerial view/glass box,,,https://civitai.com/models/43744/djz-iso-japan
sd15_0154,style,gameicon_kuang,v10,,"game icon institute, kuang",0.4-0.8,,https://civitai.com/models/111568/gameiconresearchgfcjloalora
sd15_0155,texture,lego,v20,,LEGO BrickHeadz/LEGO MiniFig/LEGO Creator,0.6-1.0,,https://civitai.com/models/92444?modelVersionId=150123
sd15_0156,texture,marble,,,M4rbleSCNEW,,,https://civitai.com/models/70538
sd15_0157,texture,stained_glass,v10,,stainedglassai,,,https://civitai.com/models/46994?modelVersionId=51581
sd15_0158,view,falling_bottom,,,"falling, (from below:1.2), falling_blur, depth of field, floating, focused",0.4-0.6,,https://civitai.com/models/94388?modelVersionId=101555
sd15_0159,view,falling_top,,,falling_above,0.9,,https://civitai.com/models/94388?modelVersionId=100691
sd15_0160,view,falling_aside,,,falling_side,0.9,,https://civitai.com/models/94388?modelVersionId=100688
sd15_0161,view,anime_isometric,v10,,Isometric_Setting,,,https://civitai.com/models/118775?modelVersionId=128894
sd15_0162,view,isometric_projection,v10,,Isometric projection,0.7-1.2,,https://civitai.com/models/349762/update-buildings-easily-isometric-building-upgrader-lora
sd15_0163,view,axonometric_room_3d,v10,,"(white background:1.5), mid shot, axonometric, axonometric_drawing",,,https://civitai.com/models/104516/oldaxonometricv1
sd15_0164,character,shrek,v20,,shrex,0.9,,https://civitai.com/models/20683
sd15_0165,character,shrek_dragoness,v1_locon,,shrekdragon,,,https://civitai.com/models/118156?modelVersionId=128129
sd15_0166,character,aladdin_jasmine_waifu,v10,,"JasmineWaifu/(arabian clothes, off-shoulder shirt, pants)/(multi-tied hair, long hair)/(jewelry)/(red arabian clothes)",0.5-0.8,,https://civitai.com/models/48875/jasmine-aladdin-disney-princess-by-yeiyeiart
sd15_0167,character,tangled_rapunzel_waifu,v10,,RapunzelWaifu/dress/blonde,0.5-0.8,,https://civitai.com/models/39104/rapunzel-disney-princess-tangled-by-yeiyeiart
sd15_0168,character,snow_white_waifu,v10,,SnowPrincessw/dress/puffy sleeves/skirt,0.5-0.8,,https://civitai.com/models/39091/snow-white-disney-princess-by-yeiyeiart
sd15_0169,character,cinderella_waifu,v10,,"CinderellaWaifu/dress, gloves, jewelry/brown skirt, long skirt, head scarf, apron",0.5-0.8,,https://civitai.com/models/40796/cinderella-disney-princess-by-yeiyeiart
sd15_0170,character,frozen_elsa_waifu,v10,,ElsaWaifu/blue dress/single braid,0.5-0.8,,https://civitai.com/models/42668/elsa-frozen-disney-princess-by-yeiyeiart
sd15_0171,character,frozen_anna_waifu,v10,,"AnnaWaifu/dress/gloves, dress, boots, corset, cape",0.5-0.8,,https://civitai.com/models/42675/anna-frozen-disney-princess-by-yeiyeiart
sd15_0172,character,alice_in_wonderland_waifu,v10,,AliceWonderlandWaifu/dress,0.5-0.8,,https://civitai.com/models/35930/alice-in-wonderland-disney-by-yeiyeiart
sd15_0173,character,ariel_little_mermaid_waifu,v10,,"ArielWaifu/shell bikini/Mermaid tail/pink dress, tiara/blue dress, corset, hair bow",0.5-0.8,,https://civitai.com/models/46315/ariel-the-little-mermaid-princess-disney-by-yeiyeiart
sd15_0174,character,aurora_sleeping_beauty_waifu,v10,,"AuroraWaifu/(pink dress, long skirt, tiara)/(purple eyes)/(dress, long skirt, corset, hairband)",0.5-0.8,,https://civitai.com/models/47226/aurora-sleeping-beauty-disney-princess-by-yeiyeiart
sd15_0175,character,brave_merida_waifu,v10,,MeridaWaifu/dress,0.5-0.8,,https://civitai.com/models/39097/merida-brave-disney-princess-by-yeiyeiart
sd15_0176,character,pocahontas_waifu,v10,,"PocahontasWaifu/tribal, dress",0.5-0.8,,https://civitai.com/models/41879/pocahontas-disney-princess-by-yeiyeiart
sd15_0177,character,fa_mulan_waifu,v10,,"MulanWaifu/japanese clothes/kimono/jacket, pants",0.5-0.8,,https://civitai.com/models/41901/fa-mulan-disney-princess-by-yeiyeiart
sd15_0178,character,princess_and_frog_tiana_waifu,v10,,"TianaWaifu/white dress/green dress/blue dress/yellow dress, apron/tiara/very dark skin/hair bun",0.5-0.8,,https://civitai.com/models/43727/tiana-the-princess-and-the-frog-disney-princess-by-yeiyeiart
sd15_0179,character,genshin_impact_all,v10,,kukishinobudef/luminedef/doridef/fischldef/keqingdef/lisadef/raidenshogundef/yaemikodef/kujousaradef/beidoudef/dionadef/ganyudef/kamisatoayakadef/shenhedef/euladef/rosariadef/qiqidef/layladef/niloudef/kokomidef/yelandef/monadef/barbaradef/candacedef/colleidef/yaoyaodef/nahidadef/faruzandef/jeanfavonian/sucrosedef/sayudef/xianglingdef/dehyadef/yoimiyadef/kleedef/hutaodef/xinyandef/amber5star/yanfeidef/noelledef/yunjindef/ningguangdef/,,,https://civitai.com/models/108649
sd15_0180,character,genshin_impact_cosplay_kirara,,,"kirara_genshin, beautiful face, sweet girl,(cowboy shot), hair ornament, cat ears, blonde long hair, green eyes, detached sleeves, kirara's upshirt, stomach cutout, kirara's short skirt, two cat tails, bare legs,(black leg warmers), ((white fur-trimmed cat feet shoe covers))",,,https://civitai.com/models/87320?modelVersionId=135618
