id,demo_url
sd15_0001,"https://image.civitai.com/xG1nkqKTMzGDvpLrqFT7WA/08c0d4a6-bfac-4848-8896-743d8138cc83/anim=false,width=450/42822-3629418177-(masterpiece,%20top%20quality,%20best%20quality,%20official%20art,%20beautiful%20and%20aesthetic_1.2),(8k,%20best%20quality,%20masterpiece_1.2),(((white.jpeg"
sd15_0001,"https://image.civitai.com/xG1nkqKTMzGDvpLrqFT7WA/898a178b-3f50-4dcc-a2e2-38cce33915f0/anim=false,width=450/42827-24192302-(masterpiece,%20top%20quality,%20best%20quality,%20official%20art,%20beautiful%20and%20aesthetic_1.2),(8k,%20best%20quality,%20masterpiece_1.2),(((white.jpeg"
sd15_0001,"https://image.civitai.com/xG1nkqKTMzGDvpLrqFT7WA/7788ef8d-90af-44b6-9bf2-9bf61c2d18ff/anim=false,width=450/42828-24192302-(masterpiece,%20top%20quality,%20best%20quality,%20official%20art,%20beautiful%20and%20aesthetic_1.2),(8k,%20best%20quality,%20masterpiece_1.2),(((white.jpeg"
sd15_0001,"https://image.civitai.com/xG1nkqKTMzGDvpLrqFT7WA/f8296779-25d7-42f5-ab8f-472bac313464/anim=false,width=450/42829-24192302-(masterpiece,%20top%20quality,%20best%20quality,%20official%20art,%20beautiful%20and%20aesthetic_1.2),(8k,%20best%20quality,%20masterpiece_1.2),(((white.jpeg"
sd15_0002,"https://image.civitai.com/xG1nkqKTMzGDvpLrqFT7WA/e96234fd-5cfb-4836-b66b-9e20b622fc49/anim=false,width=450/11495-819830535-no%20humans,_lora_0140%20Chinese%20couplets_v1_1_,ruanyi0140,text%20focus,,%20best%20quality,masterpiece,highres,official%20art,extremely%20deta.jpeg"
sd15_0002,"https://image.civitai.com/xG1nkqKTMzGDvpLrqFT7WA/d8c08473-2b3b-4905-99ad-a74eb84b6453/anim=false,width=450/11513-4055087466-_lora_0140%20Chinese%20couplets_v1_1_,ruanyi0140,text%20focus,Chinese%20character,red%20theme,no%20humans,,%20best%20quality,masterpiece,highres.jpeg"
sd15_0002,"https://image.civitai.com/xG1nkqKTMzGDvpLrqFT7WA/b8a7da0d-95d7-4a60-aee8-1bf9e96d082b/anim=false,width=450/11512-2598804955-_lora_0140%20Chinese%20couplets_v1_1_,ruanyi0140,text%20focus,Chinese%20character,red%20theme,1girl,solo,full%20body,standing,_lora_0069%20Bil.jpeg"
sd15_0002,"https://image.civitai.com/xG1nkqKTMzGDvpLrqFT7WA/479390a2-c75e-460a-9474-35caa510bc12/anim=false,width=450/11511-1221445727-_lora_0140%20Chinese%20couplets_v1_1_,ruanyi0140,text%20focus,Chinese%20character,red%20theme,1girl,solo,full%20body,standing,_lora_0069%20Bil.jpeg"
sd15_0003,"https://image.civitai.com/xG1nkqKTMzGDvpLrqFT7WA/9bace814-cbbb-43e9-9263-a177ab78639d/anim=false,width=450/00020-598541834.jpeg"
sd15_0003,"https://image.civitai.com/xG1nkqKTMzGDvpLrqFT7WA/df4e54e0-7eb0-4c6c-82ec-0107600d1604/anim=false,width=450/00024-858789350.jpeg"
